,gene_id,count_light,count_nonlight,count_diff
8411,TRINITY_DN202_c0_g1_i1,16.0,4.0,12.0
885,TRINITY_DN10688_c0_g1_i1,12.0,0.0,12.0
8476,TRINITY_DN2063_c0_g1_i1,12.0,0.0,12.0
3136,TRINITY_DN12581_c0_g1_i1,12.0,0.0,12.0
14945,TRINITY_DN652_c0_g1_i3,12.0,0.0,12.0
8375,TRINITY_DN2016_c0_g2_i1,12.0,0.0,12.0
14942,TRINITY_DN6529_c0_g1_i1,12.0,0.0,12.0
8360,TRINITY_DN2003_c0_g2_i1,12.0,0.0,12.0
2994,TRINITY_DN12465_c0_g1_i1,12.0,0.0,12.0
8520,TRINITY_DN2097_c0_g1_i1,20.0,8.0,12.0
3151,TRINITY_DN12596_c0_g1_i1,12.0,0.0,12.0
3152,TRINITY_DN12597_c0_g1_i1,12.0,0.0,12.0
2998,TRINITY_DN12469_c0_g1_i1,12.0,0.0,12.0
332,TRINITY_DN10247_c0_g1_i1,18.0,6.0,12.0
329,TRINITY_DN10244_c0_g1_i1,16.0,4.0,12.0
5186,TRINITY_DN14438_c0_g1_i1,12.0,0.0,12.0
14658,TRINITY_DN6303_c0_g1_i1,16.0,4.0,12.0
7390,TRINITY_DN16565_c0_g1_i1,12.0,0.0,12.0
10429,TRINITY_DN3250_c0_g1_i1,20.0,8.0,12.0
7409,TRINITY_DN16585_c0_g1_i1,12.0,0.0,12.0
7395,TRINITY_DN16571_c0_g1_i1,12.0,0.0,12.0
10373,TRINITY_DN320_c0_g1_i2,12.0,0.0,12.0
7470,TRINITY_DN16650_c0_g1_i1,12.0,0.0,12.0
10412,TRINITY_DN3242_c0_g1_i1,30.0,18.0,12.0
10488,TRINITY_DN328_c0_g1_i3,12.0,0.0,12.0
2603,TRINITY_DN1212_c0_g1_i1,18.0,6.0,12.0
10283,TRINITY_DN3144_c0_g1_i1,16.0,4.0,12.0
10280,TRINITY_DN3141_c0_g1_i1,30.0,18.0,12.0
7440,TRINITY_DN16618_c0_g1_i1,12.0,0.0,12.0
7430,TRINITY_DN16607_c0_g1_i1,12.0,0.0,12.0
14794,TRINITY_DN6409_c0_g1_i1,16.0,4.0,12.0
5431,TRINITY_DN14675_c0_g1_i1,12.0,0.0,12.0
2636,TRINITY_DN12157_c0_g1_i1,12.0,0.0,12.0
15611,TRINITY_DN701_c0_g1_i1,12.0,0.0,12.0
5372,TRINITY_DN14616_c0_g1_i1,12.0,0.0,12.0
5435,TRINITY_DN14679_c0_g1_i1,12.0,0.0,12.0
5382,TRINITY_DN14626_c0_g1_i1,12.0,0.0,12.0
4747,TRINITY_DN14029_c0_g1_i1,12.0,0.0,12.0
18396,TRINITY_DN9144_c0_g1_i1,16.0,4.0,12.0
2691,TRINITY_DN12206_c0_g1_i1,12.0,0.0,12.0
7491,TRINITY_DN16680_c0_g1_i1,12.0,0.0,12.0
10102,TRINITY_DN3023_c0_g1_i1,18.0,6.0,12.0
10156,TRINITY_DN3063_c0_g1_i1,20.0,8.0,12.0
15561,TRINITY_DN698_c0_g1_i2,12.0,0.0,12.0
15645,TRINITY_DN703_c0_g1_i1,12.0,0.0,12.0
10040,TRINITY_DN298_c1_g2_i4,12.0,0.0,12.0
7431,TRINITY_DN16608_c0_g1_i1,12.0,0.0,12.0
5470,TRINITY_DN14707_c0_g1_i1,12.0,0.0,12.0
5472,TRINITY_DN14709_c0_g1_i1,12.0,0.0,12.0
5477,TRINITY_DN14712_c0_g1_i1,12.0,0.0,12.0
4695,TRINITY_DN13982_c0_g1_i1,12.0,0.0,12.0
5407,TRINITY_DN14650_c0_g1_i1,12.0,0.0,12.0
5408,TRINITY_DN14651_c0_g1_i1,12.0,0.0,12.0
14612,TRINITY_DN6268_c0_g1_i1,20.0,8.0,12.0
10579,TRINITY_DN3358_c0_g1_i1,16.0,4.0,12.0
7299,TRINITY_DN16471_c0_g1_i1,12.0,0.0,12.0
2484,TRINITY_DN12019_c0_g1_i1,12.0,0.0,12.0
4664,TRINITY_DN13954_c0_g1_i1,12.0,0.0,12.0
15952,TRINITY_DN726_c0_g1_i1,12.0,0.0,12.0
7233,TRINITY_DN16404_c0_g1_i1,12.0,0.0,12.0
4662,TRINITY_DN13952_c0_g1_i1,12.0,0.0,12.0
631,TRINITY_DN10483_c0_g1_i1,24.0,12.0,12.0
689,TRINITY_DN10528_c0_g1_i1,24.0,12.0,12.0
10543,TRINITY_DN332_c0_g1_i2,12.0,0.0,12.0
10519,TRINITY_DN3310_c0_g1_i1,16.0,4.0,12.0
4712,TRINITY_DN13998_c0_g1_i1,12.0,0.0,12.0
7376,TRINITY_DN16551_c0_g1_i1,12.0,0.0,12.0
10448,TRINITY_DN325_c2_g1_i1,12.0,0.0,12.0
7353,TRINITY_DN16528_c0_g1_i1,12.0,0.0,12.0
4701,TRINITY_DN13988_c0_g1_i1,12.0,0.0,12.0
4751,TRINITY_DN14035_c0_g1_i1,12.0,0.0,12.0
4762,TRINITY_DN14046_c0_g1_i1,12.0,0.0,12.0
7370,TRINITY_DN16546_c0_g1_i1,12.0,0.0,12.0
15852,TRINITY_DN7196_c0_g1_i1,14.0,2.0,12.0
15891,TRINITY_DN7220_c0_g1_i1,26.0,14.0,12.0
10463,TRINITY_DN3270_c0_g1_i1,20.0,8.0,12.0
671,TRINITY_DN10512_c0_g1_i1,12.0,0.0,12.0
14650,TRINITY_DN6298_c0_g1_i1,20.0,8.0,12.0
7309,TRINITY_DN16480_c0_g1_i1,12.0,0.0,12.0
9744,TRINITY_DN2800_c0_g1_i1,12.0,0.0,12.0
781,TRINITY_DN10608_c0_g1_i1,20.0,8.0,12.0
787,TRINITY_DN10612_c0_g1_i1,16.0,4.0,12.0
9738,TRINITY_DN279_c0_g1_i2,12.0,0.0,12.0
2794,TRINITY_DN12291_c0_g1_i1,12.0,0.0,12.0
9718,TRINITY_DN2786_c0_g2_i1,12.0,0.0,12.0
793,TRINITY_DN10617_c0_g1_i1,12.0,0.0,12.0
9792,TRINITY_DN2837_c0_g1_i1,28.0,16.0,12.0
15358,TRINITY_DN6826_c0_g1_i1,12.0,0.0,12.0
15332,TRINITY_DN6817_c0_g1_i1,16.0,4.0,12.0
15321,TRINITY_DN6809_c0_g1_i1,12.0,0.0,12.0
2816,TRINITY_DN12312_c0_g1_i1,12.0,0.0,12.0
7770,TRINITY_DN1700_c0_g2_i1,12.0,0.0,12.0
3337,TRINITY_DN12758_c0_g1_i1,12.0,0.0,12.0
744,TRINITY_DN10576_c0_g1_i1,12.0,0.0,12.0
3323,TRINITY_DN12746_c0_g1_i1,12.0,0.0,12.0
15275,TRINITY_DN6778_c0_g1_i1,12.0,0.0,12.0
760,TRINITY_DN1058_c0_g2_i1,12.0,0.0,12.0
15290,TRINITY_DN6787_c0_g1_i2,12.0,0.0,12.0
9517,TRINITY_DN2651_c0_g2_i1,12.0,0.0,12.0
2858,TRINITY_DN1234_c0_g1_i1,14.0,2.0,12.0
5345,TRINITY_DN14591_c0_g1_i1,12.0,0.0,12.0
2874,TRINITY_DN12363_c0_g1_i1,12.0,0.0,12.0
2871,TRINITY_DN12360_c0_g1_i1,12.0,0.0,12.0
2822,TRINITY_DN12318_c0_g1_i1,12.0,0.0,12.0
2913,TRINITY_DN12398_c0_g1_i1,12.0,0.0,12.0
364,TRINITY_DN10273_c0_g1_i1,20.0,8.0,12.0
351,TRINITY_DN10261_c0_g1_i2,12.0,0.0,12.0
17878,TRINITY_DN8739_c0_g1_i1,20.0,8.0,12.0
3290,TRINITY_DN12719_c0_g1_i1,12.0,0.0,12.0
3316,TRINITY_DN1273_c0_g2_i1,12.0,0.0,12.0
7556,TRINITY_DN16750_c0_g1_i1,12.0,0.0,12.0
2701,TRINITY_DN12215_c0_g1_i1,12.0,0.0,12.0
7561,TRINITY_DN16759_c0_g1_i1,12.0,0.0,12.0
4781,TRINITY_DN14066_c0_g1_i1,12.0,0.0,12.0
3525,TRINITY_DN12915_c0_g1_i1,12.0,0.0,12.0
3520,TRINITY_DN1290_c0_g1_i1,12.0,0.0,12.0
723,TRINITY_DN10558_c0_g1_i1,18.0,6.0,12.0
966,TRINITY_DN10754_c0_g1_i1,12.0,0.0,12.0
14689,TRINITY_DN632_c0_g1_i2,12.0,0.0,12.0
945,TRINITY_DN10737_c0_g1_i1,16.0,4.0,12.0
7576,TRINITY_DN16781_c0_g1_i1,12.0,0.0,12.0
10073,TRINITY_DN3004_c0_g1_i1,20.0,8.0,12.0
10053,TRINITY_DN2994_c0_g1_i1,12.0,0.0,12.0
14694,TRINITY_DN6334_c0_g1_i1,16.0,4.0,12.0
14691,TRINITY_DN6331_c0_g1_i1,16.0,4.0,12.0
18331,TRINITY_DN9092_c0_g1_i1,12.0,0.0,12.0
2755,TRINITY_DN12257_c0_g1_i1,12.0,0.0,12.0
2754,TRINITY_DN12256_c0_g1_i1,12.0,0.0,12.0
4802,TRINITY_DN14086_c0_g1_i1,12.0,0.0,12.0
7619,TRINITY_DN16822_c0_g1_i1,12.0,0.0,12.0
4851,TRINITY_DN14133_c0_g1_i1,12.0,0.0,12.0
4847,TRINITY_DN1412_c0_g1_i1,18.0,6.0,12.0
9853,TRINITY_DN2876_c0_g1_i1,12.0,0.0,12.0
15365,TRINITY_DN6832_c0_g1_i1,18.0,6.0,12.0
2799,TRINITY_DN12297_c0_g1_i1,12.0,0.0,12.0
5369,TRINITY_DN14612_c0_g1_i1,12.0,0.0,12.0
5399,TRINITY_DN14643_c0_g1_i1,12.0,0.0,12.0
3453,TRINITY_DN12844_c0_g1_i1,12.0,0.0,12.0
3458,TRINITY_DN12849_c0_g1_i1,12.0,0.0,12.0
2760,TRINITY_DN12260_c0_g1_i1,12.0,0.0,12.0
4832,TRINITY_DN14114_c0_g1_i1,12.0,0.0,12.0
9970,TRINITY_DN294_c0_g1_i1,12.0,0.0,12.0
18,TRINITY_DN1000_c1_g2_i1,12.0,0.0,12.0
1688,TRINITY_DN11335_c0_g1_i1,12.0,0.0,12.0
3449,TRINITY_DN12840_c0_g1_i1,12.0,0.0,12.0
1685,TRINITY_DN11332_c0_g1_i1,20.0,8.0,12.0
5748,TRINITY_DN14970_c0_g1_i1,12.0,0.0,12.0
3380,TRINITY_DN12798_c0_g1_i1,12.0,0.0,12.0
1257,TRINITY_DN10982_c0_g1_i1,18.0,6.0,12.0
6105,TRINITY_DN15304_c0_g1_i1,12.0,0.0,12.0
3419,TRINITY_DN12814_c0_g1_i1,12.0,0.0,12.0
6241,TRINITY_DN15440_c0_g1_i1,12.0,0.0,12.0
12609,TRINITY_DN4795_c0_g1_i1,30.0,18.0,12.0
5770,TRINITY_DN14994_c0_g1_i1,12.0,0.0,12.0
17507,TRINITY_DN8446_c0_g1_i1,16.0,4.0,12.0
13142,TRINITY_DN5159_c0_g1_i1,12.0,0.0,12.0
1652,TRINITY_DN11303_c0_g1_i1,18.0,6.0,12.0
6231,TRINITY_DN15431_c0_g1_i1,12.0,0.0,12.0
12707,TRINITY_DN485_c1_g1_i1,12.0,0.0,12.0
1268,TRINITY_DN10992_c0_g1_i1,16.0,4.0,12.0
5908,TRINITY_DN1511_c0_g1_i1,34.0,22.0,12.0
3441,TRINITY_DN12833_c0_g1_i1,12.0,0.0,12.0
12811,TRINITY_DN4912_c0_g1_i1,16.0,4.0,12.0
3809,TRINITY_DN13164_c0_g1_i1,12.0,0.0,12.0
5893,TRINITY_DN15103_c0_g1_i1,12.0,0.0,12.0
3935,TRINITY_DN13276_c0_g1_i1,12.0,0.0,12.0
13208,TRINITY_DN520_c0_g1_i1,30.0,18.0,12.0
1317,TRINITY_DN11027_c0_g1_i1,12.0,0.0,12.0
17360,TRINITY_DN8345_c0_g1_i1,12.0,0.0,12.0
17177,TRINITY_DN820_c0_g1_i5,12.0,0.0,12.0
4065,TRINITY_DN13388_c0_g1_i1,12.0,0.0,12.0
4097,TRINITY_DN13416_c0_g1_i1,12.0,0.0,12.0
1303,TRINITY_DN11015_c0_g1_i1,12.0,0.0,12.0
6009,TRINITY_DN1521_c0_g1_i1,14.0,2.0,12.0
13738,TRINITY_DN557_c0_g1_i3,12.0,0.0,12.0
3715,TRINITY_DN1307_c0_g1_i1,14.0,2.0,12.0
13103,TRINITY_DN5127_c0_g1_i1,24.0,12.0,12.0
13025,TRINITY_DN5063_c0_g1_i1,12.0,0.0,12.0
1323,TRINITY_DN11031_c0_g1_i1,14.0,2.0,12.0
3750,TRINITY_DN13108_c0_g1_i1,12.0,0.0,12.0
1597,TRINITY_DN11257_c0_g1_i1,20.0,8.0,12.0
19230,TRINITY_DN984_c0_g2_i1,12.0,0.0,12.0
4091,TRINITY_DN13410_c0_g1_i1,12.0,0.0,12.0
13950,TRINITY_DN5747_c0_g1_i1,12.0,0.0,12.0
5797,TRINITY_DN15010_c0_g1_i1,12.0,0.0,12.0
1307,TRINITY_DN11019_c0_g1_i1,16.0,4.0,12.0
3919,TRINITY_DN13260_c0_g1_i1,12.0,0.0,12.0
1732,TRINITY_DN11370_c0_g1_i1,18.0,6.0,12.0
12624,TRINITY_DN4804_c0_g1_i1,26.0,14.0,12.0
13168,TRINITY_DN5180_c0_g1_i1,20.0,8.0,12.0
5982,TRINITY_DN15197_c0_g1_i1,12.0,0.0,12.0
1550,TRINITY_DN11217_c0_g1_i1,18.0,6.0,12.0
12587,TRINITY_DN4779_c0_g1_i1,22.0,10.0,12.0
1449,TRINITY_DN11137_c0_g1_i1,12.0,0.0,12.0
13992,TRINITY_DN5777_c0_g1_i1,12.0,0.0,12.0
17116,TRINITY_DN8166_c0_g1_i1,20.0,8.0,12.0
17474,TRINITY_DN8417_c0_g1_i1,20.0,8.0,12.0
13997,TRINITY_DN5780_c0_g1_i1,16.0,4.0,12.0
6256,TRINITY_DN15457_c0_g1_i1,12.0,0.0,12.0
3990,TRINITY_DN1331_c0_g1_i2,12.0,0.0,12.0
3679,TRINITY_DN13045_c0_g1_i1,12.0,0.0,12.0
13631,TRINITY_DN54_c0_g1_i4,12.0,0.0,12.0
5805,TRINITY_DN15019_c0_g1_i1,12.0,0.0,12.0
17066,TRINITY_DN8123_c0_g1_i1,28.0,16.0,12.0
5967,TRINITY_DN15178_c0_g1_i1,12.0,0.0,12.0
3992,TRINITY_DN13321_c0_g1_i1,12.0,0.0,12.0
18980,TRINITY_DN9632_c0_g1_i1,12.0,0.0,12.0
3996,TRINITY_DN13325_c0_g1_i1,12.0,0.0,12.0
13410,TRINITY_DN534_c8_g1_i1,12.0,0.0,12.0
13120,TRINITY_DN5141_c0_g1_i1,34.0,22.0,12.0
5984,TRINITY_DN15199_c0_g1_i1,12.0,0.0,12.0
3816,TRINITY_DN13170_c0_g1_i1,12.0,0.0,12.0
3447,TRINITY_DN12839_c0_g1_i1,12.0,0.0,12.0
3738,TRINITY_DN130_c0_g1_i1,28.0,16.0,12.0
3432,TRINITY_DN12826_c0_g1_i1,12.0,0.0,12.0
4088,TRINITY_DN13408_c0_g1_i1,12.0,0.0,12.0
1461,TRINITY_DN11147_c0_g1_i1,18.0,6.0,12.0
1507,TRINITY_DN11186_c0_g1_i1,16.0,4.0,12.0
6255,TRINITY_DN15456_c0_g1_i1,12.0,0.0,12.0
14002,TRINITY_DN5785_c0_g1_i1,18.0,6.0,12.0
5734,TRINITY_DN14958_c0_g1_i1,12.0,0.0,12.0
12786,TRINITY_DN4907_c0_g1_i1,22.0,10.0,12.0
13952,TRINITY_DN5749_c0_g1_i1,16.0,4.0,12.0
5833,TRINITY_DN15049_c0_g1_i1,12.0,0.0,12.0
212,TRINITY_DN10154_c0_g1_i1,12.0,0.0,12.0
13171,TRINITY_DN5183_c0_g1_i1,20.0,8.0,12.0
13079,TRINITY_DN5108_c0_g1_i1,14.0,2.0,12.0
232,TRINITY_DN10171_c0_g1_i2,12.0,0.0,12.0
3899,TRINITY_DN13242_c0_g1_i1,12.0,0.0,12.0
5898,TRINITY_DN15109_c0_g1_i1,12.0,0.0,12.0
3851,TRINITY_DN13200_c0_g1_i1,12.0,0.0,12.0
5990,TRINITY_DN15205_c0_g1_i1,12.0,0.0,12.0
13072,TRINITY_DN5101_c0_g1_i1,18.0,6.0,12.0
1587,TRINITY_DN11249_c0_g1_i1,16.0,4.0,12.0
13595,TRINITY_DN5475_c0_g1_i1,22.0,10.0,12.0
265,TRINITY_DN10197_c0_g1_i1,20.0,8.0,12.0
6086,TRINITY_DN15289_c0_g1_i1,12.0,0.0,12.0
13701,TRINITY_DN5551_c0_g1_i1,12.0,0.0,12.0
5706,TRINITY_DN14929_c0_g1_i1,12.0,0.0,12.0
6136,TRINITY_DN15339_c0_g1_i1,12.0,0.0,12.0
3766,TRINITY_DN13122_c0_g1_i1,12.0,0.0,12.0
3781,TRINITY_DN13136_c0_g1_i1,12.0,0.0,12.0
1769,TRINITY_DN11404_c0_g1_i1,12.0,0.0,12.0
1288,TRINITY_DN11002_c0_g1_i1,28.0,16.0,12.0
6069,TRINITY_DN15273_c0_g1_i1,12.0,0.0,12.0
3777,TRINITY_DN13131_c0_g1_i1,12.0,0.0,12.0
4121,TRINITY_DN13439_c0_g1_i1,12.0,0.0,12.0
5871,TRINITY_DN15084_c0_g1_i1,12.0,0.0,12.0
3961,TRINITY_DN13299_c0_g1_i1,12.0,0.0,12.0
1528,TRINITY_DN111_c0_g1_i6,12.0,0.0,12.0
48,TRINITY_DN10029_c0_g1_i1,12.0,0.0,12.0
3760,TRINITY_DN13116_c0_g1_i1,12.0,0.0,12.0
13263,TRINITY_DN5249_c0_g1_i1,18.0,6.0,12.0
1272,TRINITY_DN10996_c0_g1_i1,20.0,8.0,12.0
1669,TRINITY_DN11319_c0_g1_i1,12.0,0.0,12.0
28,TRINITY_DN10012_c0_g1_i1,18.0,6.0,12.0
6084,TRINITY_DN15287_c0_g1_i1,12.0,0.0,12.0
8646,TRINITY_DN2158_c0_g2_i1,12.0,0.0,12.0
1538,TRINITY_DN11207_c0_g1_i1,12.0,0.0,12.0
13706,TRINITY_DN5556_c0_g1_i1,18.0,6.0,12.0
14037,TRINITY_DN5812_c0_g1_i1,20.0,8.0,12.0
3796,TRINITY_DN13152_c0_g1_i1,12.0,0.0,12.0
13573,TRINITY_DN5457_c0_g1_i1,12.0,0.0,12.0
13671,TRINITY_DN552_c0_g2_i2,12.0,0.0,12.0
6175,TRINITY_DN15379_c0_g1_i1,12.0,0.0,12.0
14041,TRINITY_DN5816_c0_g1_i1,16.0,4.0,12.0
14008,TRINITY_DN578_c0_g1_i2,26.0,14.0,12.0
19084,TRINITY_DN971_c0_g1_i1,14.0,2.0,12.0
189,TRINITY_DN10134_c0_g1_i1,12.0,0.0,12.0
5946,TRINITY_DN15155_c0_g1_i1,12.0,0.0,12.0
197,TRINITY_DN10141_c0_g1_i1,18.0,6.0,12.0
19106,TRINITY_DN973_c0_g1_i1,16.0,4.0,12.0
5922,TRINITY_DN15132_c0_g1_i1,12.0,0.0,12.0
19291,TRINITY_DN9902_c0_g1_i1,12.0,0.0,12.0
166,TRINITY_DN10118_c0_g1_i1,20.0,8.0,12.0
6172,TRINITY_DN15376_c0_g1_i1,12.0,0.0,12.0
19361,TRINITY_DN9962_c0_g1_i2,12.0,0.0,12.0
4001,TRINITY_DN13330_c0_g1_i1,12.0,0.0,12.0
1343,TRINITY_DN11049_c0_g1_i1,16.0,4.0,12.0
69,TRINITY_DN10044_c0_g1_i1,12.0,0.0,12.0
17408,TRINITY_DN837_c0_g3_i1,12.0,0.0,12.0
13794,TRINITY_DN5625_c0_g1_i1,12.0,0.0,12.0
6021,TRINITY_DN15230_c0_g1_i1,12.0,0.0,12.0
13284,TRINITY_DN5266_c0_g1_i1,18.0,6.0,12.0
19335,TRINITY_DN9943_c0_g1_i1,16.0,4.0,12.0
5681,TRINITY_DN14902_c0_g1_i1,12.0,0.0,12.0
1443,TRINITY_DN11131_c0_g1_i1,22.0,10.0,12.0
13497,TRINITY_DN539_c0_g3_i1,12.0,0.0,12.0
6289,TRINITY_DN15489_c0_g1_i1,12.0,0.0,12.0
6206,TRINITY_DN15407_c0_g1_i1,12.0,0.0,12.0
5707,TRINITY_DN1492_c0_g1_i1,12.0,0.0,12.0
12834,TRINITY_DN492_c1_g1_i1,12.0,0.0,12.0
1518,TRINITY_DN11196_c0_g1_i1,12.0,0.0,12.0
7426,TRINITY_DN16602_c0_g1_i1,10.0,0.0,10.0
2662,TRINITY_DN12180_c0_g1_i1,10.0,0.0,10.0
7416,TRINITY_DN16595_c0_g1_i1,10.0,0.0,10.0
13686,TRINITY_DN5541_c0_g1_i1,10.0,0.0,10.0
2677,TRINITY_DN12194_c0_g1_i1,10.0,0.0,10.0
13722,TRINITY_DN5568_c0_g1_i1,16.0,6.0,10.0
7580,TRINITY_DN16786_c0_g1_i1,10.0,0.0,10.0
10288,TRINITY_DN3148_c0_g1_i2,10.0,0.0,10.0
10281,TRINITY_DN3142_c0_g1_i1,16.0,6.0,10.0
15391,TRINITY_DN6855_c0_g1_i1,16.0,6.0,10.0
5965,TRINITY_DN15176_c0_g1_i1,10.0,0.0,10.0
7437,TRINITY_DN16614_c0_g1_i1,10.0,0.0,10.0
10239,TRINITY_DN310_c0_g1_i1,10.0,0.0,10.0
13673,TRINITY_DN5530_c0_g1_i1,10.0,0.0,10.0
2668,TRINITY_DN12186_c0_g1_i1,10.0,0.0,10.0
10387,TRINITY_DN3221_c0_g1_i1,22.0,12.0,10.0
2742,TRINITY_DN12247_c0_g1_i1,10.0,0.0,10.0
10042,TRINITY_DN298_c1_g2_i6,10.0,0.0,10.0
13167,TRINITY_DN517_c0_g1_i2,10.0,0.0,10.0
10376,TRINITY_DN3212_c0_g1_i1,16.0,6.0,10.0
7591,TRINITY_DN16797_c0_g1_i1,10.0,0.0,10.0
5877,TRINITY_DN1508_c0_g2_i1,10.0,0.0,10.0
5945,TRINITY_DN15154_c0_g1_i1,10.0,0.0,10.0
15634,TRINITY_DN702_c0_g1_i2,16.0,6.0,10.0
9935,TRINITY_DN292_c0_g2_i1,10.0,0.0,10.0
10419,TRINITY_DN3249_c0_g1_i1,26.0,16.0,10.0
3517,TRINITY_DN12907_c0_g1_i1,10.0,0.0,10.0
2747,TRINITY_DN1224_c0_g3_i1,10.0,0.0,10.0
7469,TRINITY_DN1664_c0_g1_i1,10.0,0.0,10.0
9942,TRINITY_DN2936_c0_g1_i1,34.0,24.0,10.0
5983,TRINITY_DN15198_c0_g1_i1,10.0,0.0,10.0
10210,TRINITY_DN3090_c0_g1_i1,18.0,8.0,10.0
7516,TRINITY_DN16701_c0_g1_i1,10.0,0.0,10.0
13207,TRINITY_DN5209_c0_g1_i1,16.0,6.0,10.0
9969,TRINITY_DN2949_c0_g1_i1,30.0,20.0,10.0
2731,TRINITY_DN1223_c0_g2_i1,10.0,0.0,10.0
2724,TRINITY_DN12235_c0_g1_i1,10.0,0.0,10.0
10471,TRINITY_DN3277_c0_g1_i2,10.0,0.0,10.0
7388,TRINITY_DN16563_c0_g1_i1,10.0,0.0,10.0
4780,TRINITY_DN14065_c0_g1_i1,10.0,0.0,10.0
15468,TRINITY_DN6916_c0_g1_i1,10.0,0.0,10.0
14708,TRINITY_DN6346_c0_g1_i1,10.0,0.0,10.0
10175,TRINITY_DN307_c0_g1_i10,10.0,0.0,10.0
5377,TRINITY_DN14620_c0_g1_i1,10.0,0.0,10.0
4786,TRINITY_DN14071_c0_g1_i1,10.0,0.0,10.0
726,TRINITY_DN10560_c0_g1_i1,16.0,6.0,10.0
722,TRINITY_DN10557_c0_g1_i1,20.0,10.0,10.0
2779,TRINITY_DN12278_c0_g1_i1,10.0,0.0,10.0
5378,TRINITY_DN14621_c0_g1_i1,10.0,0.0,10.0
3954,TRINITY_DN13291_c0_g1_i1,10.0,0.0,10.0
2647,TRINITY_DN12167_c0_g1_i1,10.0,0.0,10.0
7465,TRINITY_DN16646_c0_g1_i1,10.0,0.0,10.0
948,TRINITY_DN1073_c0_g1_i1,16.0,6.0,10.0
274,TRINITY_DN101_c0_g1_i5,10.0,0.0,10.0
15479,TRINITY_DN6925_c0_g1_i1,20.0,10.0,10.0
4779,TRINITY_DN14064_c0_g1_i1,10.0,0.0,10.0
3524,TRINITY_DN12914_c0_g1_i1,10.0,0.0,10.0
15487,TRINITY_DN692_c1_g2_i1,10.0,0.0,10.0
5388,TRINITY_DN14631_c0_g1_i1,10.0,0.0,10.0
3714,TRINITY_DN13079_c0_g1_i1,10.0,0.0,10.0
5952,TRINITY_DN15160_c0_g1_i1,10.0,0.0,10.0
5874,TRINITY_DN15087_c0_g1_i1,10.0,0.0,10.0
7464,TRINITY_DN16644_c0_g1_i1,10.0,0.0,10.0
5961,TRINITY_DN15170_c0_g1_i1,10.0,0.0,10.0
2578,TRINITY_DN12106_c0_g1_i1,10.0,0.0,10.0
15754,TRINITY_DN7116_c0_g1_i1,18.0,8.0,10.0
10361,TRINITY_DN3200_c0_g1_i1,20.0,10.0,10.0
14680,TRINITY_DN6321_c0_g1_i1,14.0,4.0,10.0
10074,TRINITY_DN3005_c0_g1_i1,30.0,20.0,10.0
3541,TRINITY_DN12928_c0_g1_i1,10.0,0.0,10.0
14675,TRINITY_DN6319_c0_g1_i1,14.0,4.0,10.0
5441,TRINITY_DN14683_c0_g1_i1,10.0,0.0,10.0
10294,TRINITY_DN3153_c0_g1_i1,12.0,2.0,10.0
5426,TRINITY_DN14669_c0_g1_i1,10.0,0.0,10.0
2633,TRINITY_DN12154_c0_g1_i1,10.0,0.0,10.0
5959,TRINITY_DN15168_c0_g1_i1,10.0,0.0,10.0
2637,TRINITY_DN12158_c0_g1_i1,10.0,0.0,10.0
7574,TRINITY_DN16778_c0_g1_i1,10.0,0.0,10.0
5885,TRINITY_DN15098_c0_g1_i1,10.0,0.0,10.0
15378,TRINITY_DN6845_c0_g1_i1,10.0,0.0,10.0
952,TRINITY_DN10742_c0_g1_i1,18.0,8.0,10.0
2651,TRINITY_DN12170_c0_g1_i1,10.0,0.0,10.0
10150,TRINITY_DN305_c0_g1_i1,12.0,2.0,10.0
3904,TRINITY_DN13247_c0_g1_i1,10.0,0.0,10.0
958,TRINITY_DN10748_c0_g1_i1,10.0,0.0,10.0
5370,TRINITY_DN14613_c0_g1_i1,10.0,0.0,10.0
3907,TRINITY_DN13250_c0_g1_i1,10.0,0.0,10.0
2642,TRINITY_DN12161_c0_g1_i1,10.0,0.0,10.0
7200,TRINITY_DN16371_c0_g1_i1,10.0,0.0,10.0
3946,TRINITY_DN13285_c0_g1_i1,10.0,0.0,10.0
2428,TRINITY_DN11971_c0_g1_i1,10.0,0.0,10.0
7256,TRINITY_DN16427_c0_g1_i1,10.0,0.0,10.0
2431,TRINITY_DN11974_c0_g1_i1,10.0,0.0,10.0
17293,TRINITY_DN8293_c0_g1_i1,12.0,2.0,10.0
7265,TRINITY_DN16436_c0_g1_i1,10.0,0.0,10.0
7607,TRINITY_DN16808_c0_g1_i1,10.0,0.0,10.0
3721,TRINITY_DN13085_c0_g1_i1,10.0,0.0,10.0
1536,TRINITY_DN11205_c0_g1_i1,14.0,4.0,10.0
10705,TRINITY_DN3446_c0_g1_i1,18.0,8.0,10.0
7191,TRINITY_DN16363_c0_g1_i1,10.0,0.0,10.0
7189,TRINITY_DN16361_c0_g1_i1,10.0,0.0,10.0
10707,TRINITY_DN3448_c0_g1_i1,24.0,14.0,10.0
2466,TRINITY_DN12000_c0_g1_i1,10.0,0.0,10.0
13779,TRINITY_DN5612_c0_g1_i1,20.0,10.0,10.0
3724,TRINITY_DN13088_c0_g1_i1,10.0,0.0,10.0
5409,TRINITY_DN14652_c0_g1_i1,10.0,0.0,10.0
6002,TRINITY_DN15212_c0_g1_i1,10.0,0.0,10.0
5422,TRINITY_DN14665_c0_g1_i1,10.0,0.0,10.0
