,gene_id,count_light,count_nonlight,count_diff
13615,TRINITY_DN5490_c0_g1_i1,410.0,6.0,404.0
12002,TRINITY_DN4355_c0_g1_i1,406.0,10.0,396.0
10659,TRINITY_DN3414_c0_g1_i1,408.0,14.0,394.0
12664,TRINITY_DN4835_c0_g1_i1,408.0,14.0,394.0
11432,TRINITY_DN394_c0_g1_i1,398.0,6.0,392.0
3474,TRINITY_DN12865_c0_g1_i1,392.0,0.0,392.0
8570,TRINITY_DN211_c0_g1_i2,500.0,110.0,390.0
1673,TRINITY_DN11321_c0_g1_i1,390.0,0.0,390.0
10155,TRINITY_DN3062_c0_g1_i1,400.0,10.0,390.0
12911,TRINITY_DN4988_c0_g1_i1,408.0,18.0,390.0
6903,TRINITY_DN16080_c0_g1_i1,388.0,0.0,388.0
1130,TRINITY_DN10877_c0_g1_i1,396.0,10.0,386.0
19311,TRINITY_DN9920_c0_g1_i1,392.0,8.0,384.0
776,TRINITY_DN10602_c0_g1_i1,386.0,4.0,382.0
3184,TRINITY_DN12625_c0_g1_i1,380.0,0.0,380.0
93,TRINITY_DN10063_c0_g1_i1,432.0,52.0,380.0
9930,TRINITY_DN292_c0_g1_i1,384.0,6.0,378.0
1541,TRINITY_DN1120_c0_g1_i2,378.0,0.0,378.0
12918,TRINITY_DN4994_c0_g1_i1,378.0,0.0,378.0
4057,TRINITY_DN1337_c0_g1_i2,378.0,0.0,378.0
296,TRINITY_DN10216_c0_g1_i1,392.0,14.0,378.0
1533,TRINITY_DN11202_c0_g1_i1,380.0,4.0,376.0
3849,TRINITY_DN131_c0_g1_i2,376.0,0.0,376.0
674,TRINITY_DN10515_c0_g1_i1,382.0,6.0,376.0
1726,TRINITY_DN11366_c0_g1_i1,382.0,6.0,376.0
2441,TRINITY_DN11982_c0_g1_i1,374.0,0.0,374.0
13070,TRINITY_DN50_c0_g1_i1,856.0,482.0,374.0
139,TRINITY_DN10099_c0_g1_i1,376.0,4.0,372.0
10617,TRINITY_DN3389_c0_g1_i1,376.0,8.0,368.0
2430,TRINITY_DN11973_c0_g1_i1,366.0,0.0,366.0
10921,TRINITY_DN35_c0_g1_i9,366.0,0.0,366.0
1233,TRINITY_DN10962_c0_g1_i1,364.0,0.0,364.0
18184,TRINITY_DN897_c0_g1_i1,368.0,8.0,360.0
6,TRINITY_DN10003_c0_g1_i1,374.0,16.0,358.0
8083,TRINITY_DN1863_c0_g1_i1,374.0,18.0,356.0
11931,TRINITY_DN4301_c0_g1_i1,380.0,24.0,356.0
2553,TRINITY_DN12083_c0_g1_i1,356.0,0.0,356.0
8514,TRINITY_DN2092_c0_g2_i1,356.0,0.0,356.0
10097,TRINITY_DN301_c0_g1_i1,410.0,54.0,356.0
14462,TRINITY_DN6158_c0_g1_i1,358.0,6.0,352.0
14643,TRINITY_DN6291_c0_g1_i1,360.0,8.0,352.0
388,TRINITY_DN10293_c0_g1_i1,368.0,20.0,348.0
2387,TRINITY_DN11932_c0_g1_i1,348.0,0.0,348.0
475,TRINITY_DN10354_c0_g1_i1,346.0,0.0,346.0
14841,TRINITY_DN6444_c0_g1_i1,354.0,8.0,346.0
1052,TRINITY_DN10817_c0_g1_i1,346.0,0.0,346.0
2068,TRINITY_DN11659_c0_g1_i1,346.0,0.0,346.0
9672,TRINITY_DN2759_c0_g1_i1,388.0,42.0,346.0
11231,TRINITY_DN380_c0_g1_i1,466.0,120.0,346.0
13041,TRINITY_DN5078_c0_g1_i1,354.0,10.0,344.0
3568,TRINITY_DN12950_c0_g1_i1,344.0,0.0,344.0
949,TRINITY_DN10740_c0_g1_i1,350.0,6.0,344.0
11890,TRINITY_DN427_c0_g1_i1,342.0,0.0,342.0
1984,TRINITY_DN11585_c0_g1_i1,346.0,4.0,342.0
564,TRINITY_DN10426_c0_g1_i1,342.0,2.0,340.0
2570,TRINITY_DN1209_c0_g1_i1,340.0,0.0,340.0
14379,TRINITY_DN6088_c0_g1_i1,338.0,0.0,338.0
1435,TRINITY_DN11125_c0_g1_i1,336.0,0.0,336.0
8926,TRINITY_DN22_c0_g1_i2,336.0,0.0,336.0
2659,TRINITY_DN12178_c0_g1_i1,334.0,0.0,334.0
14826,TRINITY_DN6430_c0_g1_i1,332.0,0.0,332.0
932,TRINITY_DN10726_c0_g1_i1,334.0,4.0,330.0
11971,TRINITY_DN4331_c0_g1_i1,350.0,20.0,330.0
9936,TRINITY_DN2930_c0_g1_i1,338.0,8.0,330.0
19310,TRINITY_DN991_c0_g1_i1,330.0,0.0,330.0
10059,TRINITY_DN299_c0_g1_i1,362.0,32.0,330.0
987,TRINITY_DN10770_c0_g1_i2,328.0,0.0,328.0
8366,TRINITY_DN200_c0_g1_i1,328.0,0.0,328.0
11805,TRINITY_DN4218_c0_g1_i1,336.0,8.0,328.0
10904,TRINITY_DN3595_c0_g1_i1,348.0,20.0,328.0
2353,TRINITY_DN11902_c0_g1_i1,326.0,0.0,326.0
9372,TRINITY_DN255_c0_g2_i1,324.0,0.0,324.0
18160,TRINITY_DN895_c0_g1_i2,324.0,2.0,322.0
953,TRINITY_DN10743_c0_g1_i1,322.0,0.0,322.0
13594,TRINITY_DN5474_c0_g1_i1,328.0,6.0,322.0
4180,TRINITY_DN13497_c0_g1_i1,320.0,0.0,320.0
200,TRINITY_DN10144_c0_g1_i1,326.0,6.0,320.0
14508,TRINITY_DN6196_c0_g1_i1,318.0,0.0,318.0
10549,TRINITY_DN3333_c0_g1_i1,324.0,6.0,318.0
8336,TRINITY_DN1_c0_g1_i4,316.0,0.0,316.0
9101,TRINITY_DN23_c0_g1_i1,316.0,0.0,316.0
8601,TRINITY_DN2135_c0_g1_i1,322.0,6.0,316.0
636,TRINITY_DN10488_c0_g1_i1,320.0,6.0,314.0
2496,TRINITY_DN1202_c0_g1_i1,314.0,0.0,314.0
13418,TRINITY_DN5356_c0_g1_i1,314.0,0.0,314.0
18594,TRINITY_DN930_c0_g1_i2,314.0,0.0,314.0
1029,TRINITY_DN10804_c0_g1_i1,324.0,12.0,312.0
10582,TRINITY_DN335_c0_g1_i2,312.0,0.0,312.0
1111,TRINITY_DN10860_c0_g1_i1,326.0,14.0,312.0
11089,TRINITY_DN3710_c0_g1_i1,316.0,6.0,310.0
10123,TRINITY_DN3040_c0_g1_i1,314.0,4.0,310.0
8674,TRINITY_DN2172_c0_g2_i1,310.0,0.0,310.0
14836,TRINITY_DN643_c0_g1_i1,344.0,36.0,308.0
12300,TRINITY_DN4567_c0_g1_i1,324.0,18.0,306.0
16389,TRINITY_DN760_c0_g1_i1,308.0,2.0,306.0
15927,TRINITY_DN724_c0_g1_i2,306.0,0.0,306.0
2835,TRINITY_DN1232_c0_g1_i1,314.0,8.0,306.0
13105,TRINITY_DN5129_c0_g1_i1,310.0,6.0,304.0
2608,TRINITY_DN12135_c0_g1_i1,304.0,0.0,304.0
8413,TRINITY_DN202_c0_g1_i3,334.0,32.0,302.0
4306,TRINITY_DN13617_c0_g1_i1,302.0,0.0,302.0
18137,TRINITY_DN893_c0_g1_i1,310.0,8.0,302.0
12223,TRINITY_DN4517_c0_g1_i1,314.0,14.0,300.0
12882,TRINITY_DN4968_c0_g1_i1,314.0,14.0,300.0
5252,TRINITY_DN144_c0_g2_i1,298.0,0.0,298.0
10271,TRINITY_DN3134_c0_g1_i1,448.0,150.0,298.0
12836,TRINITY_DN4930_c0_g1_i1,302.0,4.0,298.0
892,TRINITY_DN10694_c0_g1_i1,304.0,6.0,298.0
1148,TRINITY_DN10892_c0_g1_i1,306.0,8.0,298.0
90,TRINITY_DN10060_c0_g1_i1,308.0,12.0,296.0
7871,TRINITY_DN1746_c0_g1_i1,350.0,54.0,296.0
12698,TRINITY_DN485_c0_g2_i1,296.0,0.0,296.0
12769,TRINITY_DN4895_c0_g1_i1,300.0,6.0,294.0
17808,TRINITY_DN867_c0_g2_i1,294.0,0.0,294.0
13584,TRINITY_DN5466_c0_g1_i1,294.0,4.0,290.0
4856,TRINITY_DN14138_c0_g1_i1,290.0,0.0,290.0
13179,TRINITY_DN518_c0_g1_i2,290.0,0.0,290.0
14736,TRINITY_DN636_c0_g1_i1,302.0,14.0,288.0
331,TRINITY_DN10246_c0_g1_i1,292.0,6.0,286.0
2652,TRINITY_DN12171_c0_g1_i1,286.0,0.0,286.0
8809,TRINITY_DN2248_c0_g1_i1,296.0,12.0,284.0
4119,TRINITY_DN13437_c0_g1_i1,284.0,0.0,284.0
8675,TRINITY_DN2173_c0_g1_i1,282.0,0.0,282.0
12282,TRINITY_DN4553_c0_g1_i1,308.0,26.0,282.0
16112,TRINITY_DN738_c0_g1_i1,294.0,12.0,282.0
1302,TRINITY_DN11014_c0_g1_i1,282.0,0.0,282.0
1153,TRINITY_DN10897_c0_g1_i1,286.0,6.0,280.0
8944,TRINITY_DN230_c0_g1_i1,278.0,0.0,278.0
438,TRINITY_DN10323_c0_g1_i1,284.0,8.0,276.0
11197,TRINITY_DN3781_c0_g1_i1,294.0,18.0,276.0
2242,TRINITY_DN11805_c0_g1_i1,276.0,0.0,276.0
11427,TRINITY_DN3945_c0_g1_i1,294.0,18.0,276.0
10017,TRINITY_DN2982_c0_g1_i1,292.0,18.0,274.0
12035,TRINITY_DN4384_c0_g1_i1,282.0,8.0,274.0
12547,TRINITY_DN474_c1_g2_i1,274.0,0.0,274.0
727,TRINITY_DN10561_c0_g1_i1,294.0,20.0,274.0
18089,TRINITY_DN88_c0_g1_i1,274.0,0.0,274.0
15362,TRINITY_DN682_c0_g1_i1,290.0,18.0,272.0
262,TRINITY_DN10194_c0_g1_i1,286.0,14.0,272.0
10100,TRINITY_DN3021_c0_g1_i1,278.0,6.0,272.0
10554,TRINITY_DN3337_c0_g1_i2,272.0,0.0,272.0
10240,TRINITY_DN310_c0_g1_i2,272.0,0.0,272.0
2184,TRINITY_DN11756_c0_g1_i1,270.0,0.0,270.0
10702,TRINITY_DN3443_c0_g1_i1,274.0,4.0,270.0
10572,TRINITY_DN3351_c0_g1_i1,276.0,6.0,270.0
1358,TRINITY_DN11062_c0_g1_i1,276.0,6.0,270.0
9473,TRINITY_DN2620_c0_g1_i1,276.0,6.0,270.0
9025,TRINITY_DN235_c0_g1_i1,330.0,60.0,270.0
8039,TRINITY_DN183_c0_g1_i1,288.0,18.0,270.0
9618,TRINITY_DN2718_c0_g1_i2,268.0,0.0,268.0
15733,TRINITY_DN70_c0_g1_i2,268.0,0.0,268.0
16921,TRINITY_DN800_c0_g1_i1,284.0,16.0,268.0
14476,TRINITY_DN616_c0_g1_i1,402.0,134.0,268.0
15322,TRINITY_DN680_c0_g1_i1,304.0,36.0,268.0
8635,TRINITY_DN2152_c0_g2_i1,268.0,0.0,268.0
12329,TRINITY_DN4590_c0_g1_i1,272.0,6.0,266.0
10260,TRINITY_DN3124_c0_g1_i1,280.0,14.0,266.0
12057,TRINITY_DN439_c0_g1_i2,266.0,0.0,266.0
10063,TRINITY_DN29_c0_g1_i2,266.0,0.0,266.0
267,TRINITY_DN10198_c0_g1_i2,266.0,0.0,266.0
12239,TRINITY_DN4529_c0_g1_i1,270.0,6.0,264.0
18020,TRINITY_DN883_c0_g2_i1,264.0,0.0,264.0
10127,TRINITY_DN3044_c0_g1_i1,282.0,18.0,264.0
10733,TRINITY_DN3463_c0_g1_i1,270.0,6.0,264.0
817,TRINITY_DN10636_c0_g1_i1,268.0,4.0,264.0
13596,TRINITY_DN5476_c0_g1_i1,294.0,32.0,262.0
947,TRINITY_DN10739_c0_g1_i1,270.0,8.0,262.0
8460,TRINITY_DN2057_c0_g2_i1,260.0,0.0,260.0
680,TRINITY_DN1051_c0_g1_i1,282.0,22.0,260.0
9883,TRINITY_DN289_c0_g1_i1,264.0,4.0,260.0
5223,TRINITY_DN14476_c0_g1_i1,258.0,0.0,258.0
10536,TRINITY_DN3324_c0_g1_i1,268.0,10.0,258.0
9460,TRINITY_DN260_c0_g1_i9,258.0,0.0,258.0
1394,TRINITY_DN11094_c0_g1_i1,268.0,10.0,258.0
13734,TRINITY_DN5578_c0_g1_i1,262.0,6.0,256.0
15546,TRINITY_DN697_c0_g1_i1,262.0,8.0,254.0
2939,TRINITY_DN12418_c0_g1_i1,254.0,0.0,254.0
14670,TRINITY_DN6314_c0_g1_i1,254.0,0.0,254.0
11167,TRINITY_DN375_c0_g2_i1,254.0,0.0,254.0
1277,TRINITY_DN109_c0_g1_i1,254.0,0.0,254.0
12008,TRINITY_DN4360_c0_g1_i1,264.0,10.0,254.0
685,TRINITY_DN10524_c0_g1_i1,258.0,6.0,252.0
147,TRINITY_DN10100_c0_g1_i2,252.0,0.0,252.0
12970,TRINITY_DN501_c0_g1_i1,386.0,134.0,252.0
1642,TRINITY_DN11296_c0_g1_i1,254.0,4.0,250.0
1912,TRINITY_DN11520_c0_g1_i1,250.0,0.0,250.0
8867,TRINITY_DN226_c0_g2_i1,246.0,0.0,246.0
16137,TRINITY_DN740_c0_g1_i1,254.0,8.0,246.0
16478,TRINITY_DN767_c0_g1_i1,252.0,6.0,246.0
14170,TRINITY_DN591_c0_g1_i2,244.0,0.0,244.0
13949,TRINITY_DN5746_c0_g1_i1,244.0,0.0,244.0
17464,TRINITY_DN840_c0_g1_i1,248.0,4.0,244.0
5355,TRINITY_DN145_c0_g1_i1,342.0,100.0,242.0
368,TRINITY_DN10277_c0_g1_i1,248.0,6.0,242.0
4338,TRINITY_DN13645_c0_g1_i1,240.0,0.0,240.0
15971,TRINITY_DN7283_c0_g1_i1,252.0,12.0,240.0
9875,TRINITY_DN2892_c0_g1_i1,258.0,20.0,238.0
9981,TRINITY_DN2953_c0_g1_i1,288.0,50.0,238.0
11327,TRINITY_DN3873_c0_g1_i1,252.0,14.0,238.0
134,TRINITY_DN10094_c0_g1_i1,242.0,4.0,238.0
19305,TRINITY_DN9915_c0_g1_i1,248.0,10.0,238.0
13918,TRINITY_DN571_c0_g1_i1,256.0,18.0,238.0
1494,TRINITY_DN11173_c0_g1_i1,250.0,12.0,238.0
971,TRINITY_DN10759_c0_g1_i1,242.0,6.0,236.0
11313,TRINITY_DN3869_c0_g1_i1,248.0,12.0,236.0
1448,TRINITY_DN11136_c0_g1_i1,240.0,4.0,236.0
8427,TRINITY_DN2040_c0_g1_i1,240.0,4.0,236.0
1048,TRINITY_DN10813_c0_g1_i1,242.0,8.0,234.0
10716,TRINITY_DN3450_c0_g1_i1,264.0,30.0,234.0
4923,TRINITY_DN14203_c0_g1_i1,234.0,0.0,234.0
814,TRINITY_DN10633_c0_g1_i1,240.0,6.0,234.0
12160,TRINITY_DN4466_c0_g1_i1,238.0,4.0,234.0
3270,TRINITY_DN126_c0_g2_i1,232.0,0.0,232.0
9882,TRINITY_DN2899_c0_g1_i1,278.0,46.0,232.0
10345,TRINITY_DN3189_c0_g1_i1,238.0,6.0,232.0
11948,TRINITY_DN4314_c0_g1_i1,240.0,8.0,232.0
9556,TRINITY_DN267_c0_g1_i1,738.0,508.0,230.0
1986,TRINITY_DN11587_c0_g1_i1,234.0,4.0,230.0
10204,TRINITY_DN3086_c0_g1_i2,230.0,0.0,230.0
463,TRINITY_DN10344_c0_g1_i1,236.0,6.0,230.0
11887,TRINITY_DN4277_c0_g1_i1,276.0,48.0,228.0
11842,TRINITY_DN4241_c0_g1_i1,238.0,10.0,228.0
5526,TRINITY_DN14763_c0_g1_i1,228.0,0.0,228.0
3421,TRINITY_DN12816_c0_g1_i1,228.0,0.0,228.0
8137,TRINITY_DN188_c2_g2_i1,226.0,0.0,226.0
10786,TRINITY_DN3509_c0_g1_i1,238.0,12.0,226.0
10205,TRINITY_DN3087_c0_g1_i1,234.0,8.0,226.0
14654,TRINITY_DN62_c0_g1_i2,224.0,0.0,224.0
10619,TRINITY_DN3390_c0_g1_i1,230.0,6.0,224.0
10723,TRINITY_DN3457_c0_g1_i1,236.0,14.0,222.0
11160,TRINITY_DN375_c0_g1_i15,222.0,0.0,222.0
10304,TRINITY_DN3162_c0_g1_i1,230.0,8.0,222.0
19298,TRINITY_DN9909_c0_g1_i1,226.0,6.0,220.0
13507,TRINITY_DN5400_c0_g1_i1,222.0,4.0,218.0
10687,TRINITY_DN3430_c0_g1_i1,276.0,58.0,218.0
55,TRINITY_DN10031_c0_g1_i1,224.0,8.0,216.0
15759,TRINITY_DN711_c0_g2_i1,216.0,0.0,216.0
19293,TRINITY_DN9904_c0_g1_i1,236.0,20.0,216.0
298,TRINITY_DN10218_c0_g1_i1,222.0,6.0,216.0
11338,TRINITY_DN3882_c0_g1_i1,220.0,4.0,216.0
12478,TRINITY_DN4702_c0_g1_i1,220.0,4.0,216.0
12779,TRINITY_DN4900_c0_g1_i1,222.0,8.0,214.0
1575,TRINITY_DN11239_c0_g1_i1,234.0,20.0,214.0
1654,TRINITY_DN11305_c0_g1_i1,228.0,14.0,214.0
10804,TRINITY_DN3521_c0_g1_i1,220.0,6.0,214.0
1420,TRINITY_DN11111_c0_g1_i1,226.0,12.0,214.0
19286,TRINITY_DN98_c0_g1_i1,220.0,6.0,214.0
39,TRINITY_DN10022_c0_g1_i1,222.0,8.0,214.0
14085,TRINITY_DN584_c0_g1_i1,268.0,56.0,212.0
8242,TRINITY_DN194_c0_g1_i1,214.0,2.0,212.0
10570,TRINITY_DN334_c0_g1_i1,484.0,272.0,212.0
11358,TRINITY_DN389_c0_g1_i1,230.0,18.0,212.0
2896,TRINITY_DN12381_c0_g1_i1,212.0,0.0,212.0
13823,TRINITY_DN5646_c0_g1_i1,218.0,6.0,212.0
12781,TRINITY_DN4902_c0_g1_i1,214.0,4.0,210.0
10932,TRINITY_DN3609_c0_g1_i1,258.0,48.0,210.0
12087,TRINITY_DN4415_c0_g1_i1,230.0,20.0,210.0
4030,TRINITY_DN13357_c0_g1_i1,210.0,0.0,210.0
10774,TRINITY_DN3499_c0_g1_i1,222.0,12.0,210.0
2899,TRINITY_DN12384_c0_g1_i1,210.0,0.0,210.0
12548,TRINITY_DN474_c2_g1_i1,210.0,0.0,210.0
2040,TRINITY_DN11634_c0_g1_i1,208.0,0.0,208.0
2825,TRINITY_DN12320_c0_g1_i1,208.0,0.0,208.0
11299,TRINITY_DN3856_c0_g1_i2,208.0,0.0,208.0
12018,TRINITY_DN436_c0_g1_i1,220.0,12.0,208.0
2819,TRINITY_DN12315_c0_g1_i1,208.0,0.0,208.0
2173,TRINITY_DN11746_c0_g1_i1,208.0,0.0,208.0
7913,TRINITY_DN176_c0_g2_i1,208.0,0.0,208.0
163,TRINITY_DN10115_c0_g1_i1,218.0,12.0,206.0
9852,TRINITY_DN2875_c0_g1_i1,226.0,20.0,206.0
118,TRINITY_DN10081_c0_g1_i2,206.0,0.0,206.0
10275,TRINITY_DN3138_c0_g1_i1,218.0,12.0,206.0
496,TRINITY_DN10370_c0_g1_i1,256.0,50.0,206.0
1602,TRINITY_DN11261_c0_g1_i1,206.0,0.0,206.0
5888,TRINITY_DN150_c0_g1_i1,372.0,168.0,204.0
14998,TRINITY_DN6570_c0_g1_i1,210.0,6.0,204.0
1223,TRINITY_DN10953_c0_g1_i1,202.0,0.0,202.0
2284,TRINITY_DN11845_c0_g1_i1,202.0,0.0,202.0
15885,TRINITY_DN7217_c0_g1_i1,222.0,20.0,202.0
14730,TRINITY_DN6364_c0_g1_i1,210.0,8.0,202.0
11554,TRINITY_DN4023_c0_g1_i1,218.0,16.0,202.0
867,TRINITY_DN10671_c0_g1_i1,212.0,12.0,200.0
8124,TRINITY_DN188_c0_g1_i2,200.0,0.0,200.0
245,TRINITY_DN10181_c0_g1_i2,200.0,0.0,200.0
812,TRINITY_DN10631_c0_g1_i1,208.0,8.0,200.0
8644,TRINITY_DN2157_c0_g1_i1,228.0,28.0,200.0
843,TRINITY_DN10651_c0_g1_i1,214.0,14.0,200.0
220,TRINITY_DN10161_c0_g1_i1,208.0,10.0,198.0
10106,TRINITY_DN3026_c0_g1_i1,204.0,6.0,198.0
6191,TRINITY_DN15395_c0_g1_i1,198.0,0.0,198.0
3565,TRINITY_DN1294_c0_g1_i1,204.0,6.0,198.0
3505,TRINITY_DN12897_c0_g1_i1,198.0,0.0,198.0
10340,TRINITY_DN3184_c0_g1_i1,230.0,32.0,198.0
367,TRINITY_DN10276_c0_g1_i1,198.0,0.0,198.0
14012,TRINITY_DN5792_c0_g1_i1,204.0,8.0,196.0
739,TRINITY_DN10571_c0_g1_i1,206.0,10.0,196.0
10384,TRINITY_DN321_c0_g1_i1,334.0,138.0,196.0
8714,TRINITY_DN2193_c0_g1_i1,206.0,10.0,196.0
11344,TRINITY_DN3888_c0_g1_i1,210.0,14.0,196.0
11087,TRINITY_DN370_c0_g1_i1,204.0,10.0,194.0
10252,TRINITY_DN3117_c0_g1_i1,194.0,0.0,194.0
12922,TRINITY_DN4998_c0_g1_i1,198.0,4.0,194.0
10362,TRINITY_DN3201_c0_g1_i1,200.0,6.0,194.0
11046,TRINITY_DN3683_c0_g1_i1,244.0,50.0,194.0
1803,TRINITY_DN11434_c0_g1_i1,200.0,6.0,194.0
16094,TRINITY_DN7377_c0_g1_i1,204.0,10.0,194.0
4787,TRINITY_DN14072_c0_g1_i1,194.0,0.0,194.0
8785,TRINITY_DN2235_c0_g1_i2,198.0,4.0,194.0
10564,TRINITY_DN3344_c0_g1_i1,228.0,34.0,194.0
15400,TRINITY_DN6862_c0_g1_i1,206.0,12.0,194.0
13875,TRINITY_DN568_c0_g1_i2,208.0,14.0,194.0
2665,TRINITY_DN12183_c0_g1_i1,194.0,0.0,194.0
1289,TRINITY_DN11003_c0_g1_i1,200.0,8.0,192.0
11070,TRINITY_DN3699_c0_g1_i1,202.0,10.0,192.0
19374,TRINITY_DN9973_c0_g1_i1,208.0,16.0,192.0
12357,TRINITY_DN4612_c0_g1_i1,198.0,6.0,192.0
8232,TRINITY_DN1940_c0_g1_i1,204.0,12.0,192.0
3130,TRINITY_DN12577_c0_g1_i1,192.0,0.0,192.0
19385,TRINITY_DN9981_c0_g1_i1,198.0,6.0,192.0
7790,TRINITY_DN170_c0_g2_i1,190.0,0.0,190.0
9839,TRINITY_DN2869_c0_g1_i1,194.0,4.0,190.0
1064,TRINITY_DN10828_c0_g1_i1,190.0,0.0,190.0
18104,TRINITY_DN890_c0_g1_i1,246.0,56.0,190.0
9421,TRINITY_DN258_c0_g1_i1,190.0,0.0,190.0
8529,TRINITY_DN20_c0_g1_i2,190.0,0.0,190.0
1011,TRINITY_DN10790_c0_g1_i1,188.0,0.0,188.0
10253,TRINITY_DN3118_c0_g1_i1,194.0,8.0,186.0
7121,TRINITY_DN162_c0_g1_i1,190.0,4.0,186.0
14387,TRINITY_DN6095_c0_g1_i1,198.0,12.0,186.0
2478,TRINITY_DN12013_c0_g1_i1,186.0,0.0,186.0
9507,TRINITY_DN2647_c0_g1_i2,186.0,0.0,186.0
4288,TRINITY_DN135_c0_g2_i1,230.0,44.0,186.0
1411,TRINITY_DN11106_c0_g1_i2,186.0,0.0,186.0
677,TRINITY_DN10517_c0_g1_i2,186.0,0.0,186.0
1470,TRINITY_DN11152_c0_g1_i1,186.0,0.0,186.0
12774,TRINITY_DN489_c0_g1_i1,196.0,10.0,186.0
850,TRINITY_DN10658_c0_g1_i1,186.0,0.0,186.0
17702,TRINITY_DN85_c0_g2_i1,186.0,0.0,186.0
62,TRINITY_DN10039_c0_g1_i1,194.0,10.0,184.0
11523,TRINITY_DN4000_c0_g1_i1,192.0,8.0,184.0
7936,TRINITY_DN1784_c0_g1_i2,184.0,0.0,184.0
19404,TRINITY_DN9999_c0_g1_i1,194.0,10.0,184.0
12671,TRINITY_DN483_c0_g2_i1,184.0,0.0,184.0
3180,TRINITY_DN12621_c0_g1_i1,184.0,0.0,184.0
108,TRINITY_DN10074_c0_g1_i1,188.0,4.0,184.0
14519,TRINITY_DN61_c0_g3_i1,184.0,0.0,184.0
13302,TRINITY_DN5279_c0_g1_i1,194.0,10.0,184.0
1475,TRINITY_DN11157_c0_g1_i1,184.0,0.0,184.0
14097,TRINITY_DN585_c0_g1_i1,250.0,66.0,184.0
8629,TRINITY_DN214_c0_g2_i1,182.0,0.0,182.0
1316,TRINITY_DN11026_c0_g1_i1,182.0,0.0,182.0
12249,TRINITY_DN4534_c0_g1_i1,190.0,8.0,182.0
124,TRINITY_DN10087_c0_g1_i1,192.0,10.0,182.0
12007,TRINITY_DN435_c0_g1_i1,290.0,108.0,182.0
15819,TRINITY_DN716_c0_g1_i1,186.0,4.0,182.0
5395,TRINITY_DN1463_c0_g1_i1,196.0,14.0,182.0
12162,TRINITY_DN4468_c0_g1_i1,192.0,10.0,182.0
1072,TRINITY_DN10835_c0_g1_i1,186.0,4.0,182.0
8650,TRINITY_DN215_c0_g2_i1,180.0,0.0,180.0
831,TRINITY_DN10648_c0_g1_i1,186.0,6.0,180.0
14469,TRINITY_DN6162_c0_g1_i1,184.0,4.0,180.0
12189,TRINITY_DN4491_c0_g1_i1,180.0,0.0,180.0
386,TRINITY_DN10291_c0_g1_i1,188.0,8.0,180.0
18554,TRINITY_DN927_c0_g1_i1,196.0,16.0,180.0
1607,TRINITY_DN11266_c0_g1_i1,186.0,6.0,180.0
1037,TRINITY_DN1080_c0_g1_i3,180.0,0.0,180.0
11970,TRINITY_DN4330_c0_g1_i1,178.0,0.0,178.0
3308,TRINITY_DN12732_c0_g1_i1,178.0,0.0,178.0
12414,TRINITY_DN4653_c0_g1_i1,200.0,22.0,178.0
11378,TRINITY_DN390_c0_g1_i1,246.0,68.0,178.0
2067,TRINITY_DN11658_c0_g1_i1,178.0,0.0,178.0
2363,TRINITY_DN11912_c0_g1_i1,178.0,0.0,178.0
10847,TRINITY_DN3552_c0_g1_i1,184.0,8.0,176.0
639,TRINITY_DN10490_c0_g1_i1,180.0,4.0,176.0
19282,TRINITY_DN9897_c0_g1_i1,178.0,2.0,176.0
11677,TRINITY_DN4117_c0_g1_i1,176.0,0.0,176.0
125,TRINITY_DN10088_c0_g1_i1,186.0,10.0,176.0
10269,TRINITY_DN3132_c0_g1_i1,184.0,8.0,176.0
8292,TRINITY_DN197_c0_g1_i1,176.0,0.0,176.0
8364,TRINITY_DN2008_c0_g1_i1,176.0,0.0,176.0
719,TRINITY_DN10554_c0_g1_i1,180.0,4.0,176.0
17377,TRINITY_DN835_c0_g1_i2,176.0,0.0,176.0
18042,TRINITY_DN885_c0_g1_i1,180.0,6.0,174.0
320,TRINITY_DN10237_c0_g1_i1,182.0,8.0,174.0
10259,TRINITY_DN3123_c0_g1_i1,234.0,60.0,174.0
10742,TRINITY_DN3470_c0_g1_i1,352.0,178.0,174.0
10164,TRINITY_DN3070_c0_g1_i1,192.0,18.0,174.0
5416,TRINITY_DN1465_c0_g1_i1,174.0,0.0,174.0
1675,TRINITY_DN11323_c0_g1_i1,176.0,4.0,172.0
3494,TRINITY_DN12886_c0_g1_i1,172.0,0.0,172.0
2325,TRINITY_DN11880_c0_g1_i1,172.0,0.0,172.0
4002,TRINITY_DN13331_c0_g1_i1,172.0,0.0,172.0
2474,TRINITY_DN12009_c0_g1_i1,172.0,0.0,172.0
3138,TRINITY_DN12584_c0_g1_i1,172.0,0.0,172.0
763,TRINITY_DN10592_c0_g1_i1,176.0,4.0,172.0
14269,TRINITY_DN5_c0_g1_i3,172.0,0.0,172.0
12553,TRINITY_DN4754_c0_g1_i1,196.0,26.0,170.0
13240,TRINITY_DN5232_c0_g1_i1,188.0,18.0,170.0
10273,TRINITY_DN3136_c0_g1_i1,190.0,20.0,170.0
12431,TRINITY_DN4666_c0_g1_i1,174.0,4.0,170.0
925,TRINITY_DN1071_c0_g1_i1,222.0,52.0,170.0
8513,TRINITY_DN2092_c0_g1_i1,170.0,0.0,170.0
8406,TRINITY_DN2025_c1_g1_i1,168.0,0.0,168.0
