,gene_id,expected_count
1502,TRINITY_DN11269_c0_g1_i1,20.0
1351,TRINITY_DN11139_c0_g1_i1,20.0
8006,TRINITY_DN17010_c0_g1_i1,20.0
650,TRINITY_DN10542_c0_g1_i1,20.0
605,TRINITY_DN10497_c0_g1_i1,20.0
7616,TRINITY_DN16703_c0_g1_i1,19.0
373,TRINITY_DN10302_c0_g1_i1,19.0
4401,TRINITY_DN13852_c0_g1_i1,19.0
720,TRINITY_DN10606_c0_g1_i1,19.0
699,TRINITY_DN10588_c0_g1_i1,19.0
5843,TRINITY_DN1526_c0_g1_i1,19.0
7985,TRINITY_DN16998_c0_g1_i1,19.0
2661,TRINITY_DN12282_c0_g1_i1,19.0
4096,TRINITY_DN13590_c0_g1_i1,19.0
589,TRINITY_DN10480_c0_g1_i1,19.0
912,TRINITY_DN10786_c0_g1_i1,19.0
7033,TRINITY_DN16234_c0_g1_i1,19.0
2516,TRINITY_DN12149_c0_g1_i1,19.0
2110,TRINITY_DN11774_c0_g1_i1,19.0
3253,TRINITY_DN12785_c0_g1_i1,19.0
816,TRINITY_DN10698_c0_g1_i1,19.0
1278,TRINITY_DN11072_c0_g1_i1,19.0
9546,TRINITY_DN1830_c0_g1_i1,19.0
383,TRINITY_DN10311_c0_g1_i1,19.0
1507,TRINITY_DN11274_c0_g1_i1,19.0
7849,TRINITY_DN16892_c0_g1_i1,19.0
3442,TRINITY_DN1295_c0_g1_i1,19.0
1300,TRINITY_DN11092_c0_g1_i1,19.0
1282,TRINITY_DN11076_c0_g1_i1,19.0
708,TRINITY_DN10596_c0_g1_i1,18.0
223,TRINITY_DN10169_c0_g1_i1,18.0
5857,TRINITY_DN15281_c0_g1_i1,18.0
8698,TRINITY_DN1758_c0_g1_i1,18.0
10,TRINITY_DN10008_c0_g1_i1,18.0
4398,TRINITY_DN1384_c0_g1_i1,18.0
7534,TRINITY_DN16636_c0_g1_i1,18.0
7600,TRINITY_DN16691_c0_g1_i1,18.0
1159,TRINITY_DN1098_c0_g1_i1,18.0
1340,TRINITY_DN11129_c0_g1_i1,18.0
1200,TRINITY_DN11000_c0_g1_i1,18.0
2167,TRINITY_DN11826_c0_g1_i1,18.0
1023,TRINITY_DN10869_c0_g1_i1,18.0
6020,TRINITY_DN15417_c0_g1_i1,18.0
2533,TRINITY_DN12163_c0_g1_i1,18.0
2546,TRINITY_DN12175_c0_g1_i1,18.0
1824,TRINITY_DN1153_c0_g1_i1,18.0
2971,TRINITY_DN12555_c0_g1_i1,18.0
3448,TRINITY_DN12965_c0_g1_i1,18.0
6464,TRINITY_DN1577_c0_g1_i1,18.0
6535,TRINITY_DN15843_c0_g1_i1,18.0
6714,TRINITY_DN15984_c0_g1_i1,18.0
123,TRINITY_DN10097_c0_g1_i1,18.0
4072,TRINITY_DN13569_c0_g1_i1,18.0
39,TRINITY_DN10028_c0_g1_i1,17.0
615,TRINITY_DN10509_c0_g1_i1,17.0
7613,TRINITY_DN16700_c0_g1_i1,17.0
7144,TRINITY_DN16335_c0_g1_i1,17.0
592,TRINITY_DN10483_c0_g1_i1,17.0
7881,TRINITY_DN16916_c0_g1_i1,17.0
678,TRINITY_DN10568_c0_g1_i1,17.0
840,TRINITY_DN10718_c0_g1_i1,17.0
7066,TRINITY_DN16263_c0_g1_i1,17.0
7515,TRINITY_DN16619_c0_g1_i1,17.0
15,TRINITY_DN10011_c0_g1_i1,17.0
93,TRINITY_DN10070_c0_g1_i1,17.0
466,TRINITY_DN10367_c0_g1_i1,17.0
1338,TRINITY_DN11127_c0_g1_i1,17.0
1202,TRINITY_DN11002_c0_g1_i1,17.0
961,TRINITY_DN10829_c0_g1_i1,17.0
1836,TRINITY_DN11550_c0_g1_i1,17.0
739,TRINITY_DN10622_c0_g1_i1,17.0
806,TRINITY_DN10688_c0_g1_i1,17.0
2790,TRINITY_DN12396_c0_g1_i1,17.0
7885,TRINITY_DN1691_c0_g1_i1,17.0
1634,TRINITY_DN11384_c0_g1_i1,17.0
1474,TRINITY_DN11248_c0_g1_i1,17.0
728,TRINITY_DN10612_c0_g1_i1,17.0
7242,TRINITY_DN16395_c0_g1_i1,17.0
722,TRINITY_DN10608_c0_g1_i1,17.0
1029,TRINITY_DN10874_c0_g1_i1,16.0
1374,TRINITY_DN11162_c0_g1_i1,16.0
1392,TRINITY_DN11179_c0_g1_i1,16.0
681,TRINITY_DN10570_c0_g1_i1,16.0
1797,TRINITY_DN11523_c0_g1_i1,16.0
890,TRINITY_DN10764_c0_g1_i1,16.0
1378,TRINITY_DN11166_c0_g1_i1,16.0
7499,TRINITY_DN16604_c0_g1_i1,16.0
7802,TRINITY_DN16852_c0_g1_i1,16.0
815,TRINITY_DN10696_c0_g1_i1,16.0
3657,TRINITY_DN13161_c0_g1_i1,16.0
1220,TRINITY_DN11019_c0_g1_i1,16.0
1123,TRINITY_DN10955_c0_g1_i1,16.0
1514,TRINITY_DN11280_c0_g1_i1,16.0
3322,TRINITY_DN12847_c0_g1_i1,16.0
2780,TRINITY_DN12385_c0_g1_i1,16.0
2940,TRINITY_DN12526_c0_g1_i1,16.0
2624,TRINITY_DN12247_c0_g1_i1,16.0
1313,TRINITY_DN11103_c0_g1_i1,16.0
6207,TRINITY_DN15573_c0_g1_i1,16.0
6188,TRINITY_DN15558_c0_g1_i1,16.0
1228,TRINITY_DN11024_c0_g1_i1,16.0
7271,TRINITY_DN16418_c0_g1_i1,16.0
424,TRINITY_DN10340_c0_g1_i1,16.0
3963,TRINITY_DN1345_c0_g1_i1,16.0
80,TRINITY_DN10058_c0_g1_i1,16.0
9865,TRINITY_DN1857_c0_g1_i1,16.0
10180,TRINITY_DN1884_c0_g1_i1,15.0
6521,TRINITY_DN1582_c0_g1_i1,15.0
3732,TRINITY_DN13232_c0_g1_i1,15.0
6186,TRINITY_DN15556_c0_g1_i1,15.0
281,TRINITY_DN10221_c0_g1_i1,15.0
3831,TRINITY_DN13329_c0_g1_i1,15.0
192,TRINITY_DN10142_c0_g1_i1,15.0
252,TRINITY_DN10197_c0_g1_i1,15.0
7434,TRINITY_DN16553_c0_g1_i1,15.0
1461,TRINITY_DN11236_c0_g1_i1,15.0
7384,TRINITY_DN16505_c0_g1_i1,15.0
7299,TRINITY_DN16435_c0_g1_i1,15.0
3582,TRINITY_DN13086_c0_g1_i1,15.0
577,TRINITY_DN1046_c0_g1_i1,15.0
5692,TRINITY_DN15149_c0_g1_i1,15.0
862,TRINITY_DN10737_c0_g1_i1,15.0
7853,TRINITY_DN16896_c0_g1_i1,15.0
7606,TRINITY_DN16697_c0_g1_i1,15.0
2647,TRINITY_DN12269_c0_g1_i1,15.0
1307,TRINITY_DN1109_c0_g1_i1,15.0
789,TRINITY_DN10673_c0_g1_i1,15.0
1571,TRINITY_DN11332_c0_g1_i1,14.0
4827,TRINITY_DN14239_c0_g1_i1,14.0
5166,TRINITY_DN14560_c0_g1_i1,14.0
3562,TRINITY_DN13067_c0_g1_i1,14.0
646,TRINITY_DN1053_c0_g1_i1,14.0
16,TRINITY_DN10012_c0_g1_i1,14.0
1352,TRINITY_DN1113_c0_g1_i1,14.0
6179,TRINITY_DN1554_c0_g1_i1,14.0
1209,TRINITY_DN11009_c0_g1_i1,14.0
2618,TRINITY_DN12241_c0_g1_i1,14.0
684,TRINITY_DN10574_c0_g1_i1,14.0
727,TRINITY_DN10611_c0_g1_i1,14.0
1492,TRINITY_DN1125_c0_g1_i1,14.0
1112,TRINITY_DN10949_c0_g1_i1,14.0
5833,TRINITY_DN15260_c0_g1_i1,14.0
2773,TRINITY_DN12378_c0_g1_i1,14.0
7903,TRINITY_DN16933_c0_g1_i1,14.0
735,TRINITY_DN1061_c0_g1_i1,14.0
1429,TRINITY_DN11209_c0_g1_i1,14.0
6122,TRINITY_DN15504_c0_g1_i1,14.0
2355,TRINITY_DN12000_c0_g1_i1,14.0
5572,TRINITY_DN15007_c0_g1_i1,14.0
428,TRINITY_DN10345_c0_g1_i1,14.0
3569,TRINITY_DN13074_c0_g1_i1,13.0
6529,TRINITY_DN15839_c0_g1_i1,13.0
667,TRINITY_DN10557_c0_g1_i1,13.0
5428,TRINITY_DN14841_c0_g1_i1,13.0
2284,TRINITY_DN11939_c0_g1_i1,13.0
7679,TRINITY_DN16758_c0_g1_i1,13.0
4666,TRINITY_DN14087_c0_g1_i1,13.0
6469,TRINITY_DN15782_c0_g1_i1,13.0
1356,TRINITY_DN11143_c0_g1_i1,13.0
2789,TRINITY_DN12395_c0_g1_i1,13.0
3482,TRINITY_DN1299_c0_g1_i1,13.0
5760,TRINITY_DN15204_c0_g1_i1,13.0
760,TRINITY_DN10643_c0_g1_i1,13.0
905,TRINITY_DN10779_c0_g1_i1,13.0
1113,TRINITY_DN1094_c0_g1_i1,13.0
1434,TRINITY_DN11212_c0_g1_i1,13.0
997,TRINITY_DN10847_c0_g1_i1,13.0
578,TRINITY_DN10470_c0_g1_i1,13.0
403,TRINITY_DN1032_c0_g1_i1,13.0
5246,TRINITY_DN14646_c0_g1_i1,13.0
7919,TRINITY_DN16947_c0_g1_i1,13.0
6236,TRINITY_DN15591_c0_g1_i1,13.0
4274,TRINITY_DN13744_c0_g1_i1,13.0
4355,TRINITY_DN13805_c0_g1_i1,13.0
4172,TRINITY_DN13656_c0_g1_i1,13.0
5050,TRINITY_DN14459_c0_g1_i1,12.0
1500,TRINITY_DN11267_c0_g1_i1,12.0
1826,TRINITY_DN11541_c0_g1_i1,12.0
3468,TRINITY_DN12985_c0_g1_i1,12.0
7093,TRINITY_DN16287_c0_g1_i1,12.0
1259,TRINITY_DN11053_c0_g1_i1,12.0
2783,TRINITY_DN12388_c0_g1_i1,12.0
2588,TRINITY_DN12214_c0_g1_i1,12.0
1171,TRINITY_DN10999_c0_g1_i1,12.0
7360,TRINITY_DN16489_c0_g1_i1,12.0
1671,TRINITY_DN11404_c0_g1_i1,12.0
4281,TRINITY_DN13750_c0_g1_i1,12.0
2545,TRINITY_DN12174_c0_g1_i1,12.0
4830,TRINITY_DN14241_c0_g1_i1,11.0
1527,TRINITY_DN11291_c0_g1_i1,11.0
1272,TRINITY_DN11067_c0_g1_i1,11.0
1400,TRINITY_DN11186_c0_g1_i1,11.0
1367,TRINITY_DN11155_c0_g1_i1,11.0
3493,TRINITY_DN13008_c0_g1_i1,11.0
3473,TRINITY_DN12990_c0_g1_i1,11.0
6413,TRINITY_DN15736_c0_g1_i1,11.0
914,TRINITY_DN10788_c0_g1_i1,11.0
1304,TRINITY_DN11096_c0_g1_i1,11.0
7969,TRINITY_DN16982_c0_g1_i1,11.0
3566,TRINITY_DN13071_c0_g1_i1,11.0
1355,TRINITY_DN11142_c0_g1_i1,11.0
4517,TRINITY_DN13965_c0_g1_i1,11.0
625,TRINITY_DN10519_c0_g1_i1,10.0
7587,TRINITY_DN16680_c0_g1_i1,10.0
3377,TRINITY_DN12901_c0_g1_i1,10.0
1155,TRINITY_DN10986_c0_g1_i1,10.0
5076,TRINITY_DN14480_c0_g1_i1,10.0
4386,TRINITY_DN13838_c0_g1_i1,10.0
5489,TRINITY_DN14923_c0_g1_i1,10.0
7091,TRINITY_DN16285_c0_g1_i1,10.0
1149,TRINITY_DN10980_c0_g1_i1,9.0
4816,TRINITY_DN14227_c0_g1_i1,9.0
1858,TRINITY_DN11571_c0_g1_i1,9.0
5251,TRINITY_DN14653_c0_g1_i1,9.0
2140,TRINITY_DN11802_c0_g1_i1,9.0
1280,TRINITY_DN11074_c0_g1_i1,9.0
3123,TRINITY_DN12686_c0_g1_i1,9.0
1436,TRINITY_DN11214_c0_g1_i1,9.0
1291,TRINITY_DN11084_c0_g1_i1,9.0
562,TRINITY_DN10454_c0_g1_i1,9.0
3704,TRINITY_DN13201_c0_g1_i1,8.0
4082,TRINITY_DN13578_c0_g1_i1,8.0
5020,TRINITY_DN14424_c0_g1_i1,7.0
1530,TRINITY_DN11294_c0_g1_i1,7.0
4417,TRINITY_DN13868_c0_g1_i1,7.0
2720,TRINITY_DN12330_c0_g1_i1,7.0
2629,TRINITY_DN12250_c0_g1_i1,7.0
1687,TRINITY_DN11418_c0_g1_i1,7.0
2236,TRINITY_DN11897_c0_g1_i1,6.0
3793,TRINITY_DN13297_c0_g1_i1,4.0
2599,TRINITY_DN12229_c0_g1_i1,3.0
